Mod:Item:MetaData, Localized Name
TConstruct:scytheBlade:18, Pig Iron Scythe Head
TConstruct:broadAxeHead:0, Wooden Broad Axe Head
TConstruct:broadAxeHead:1, Stone Broad Axe Head
TConstruct:broadAxeHead:2, Iron Broad Axe Head
TConstruct:broadAxeHead:3, Flint Broad Axe Head
TConstruct:broadAxeHead:4, Cactus Broad Axe Head
TConstruct:broadAxeHead:5, Bone Broad Axe Head
TConstruct:broadAxeHead:6, Obsidian Broad Axe Head
TConstruct:broadAxeHead:7, Netherrack Broad Axe Head
TConstruct:broadAxeHead:8, Slime Broad Axe Head
TConstruct:broadAxeHead:9, Paper Broad Axe Head
TConstruct:broadAxeHead:10, Cobalt Broad Axe Head
TConstruct:broadAxeHead:11, Ardite Broad Axe Head
TConstruct:broadAxeHead:12, Manyullyn Broad Axe Head
TConstruct:broadAxeHead:13, Copper Broad Axe Head
TConstruct:broadAxeHead:14, Bronze Broad Axe Head
TConstruct:broadAxeHead:15, Alumite Broad Axe Head
TConstruct:broadAxeHead:16, Steel Broad Axe Head
TConstruct:broadAxeHead:17, Slime Broad Axe Head
TConstruct:broadAxeHead:18, Pig Iron Broad Axe Head
TConstruct:excavatorHead:0, Wooden Excavator Head
TConstruct:excavatorHead:1, Stone Excavator Head
TConstruct:excavatorHead:2, Iron Excavator Head
TConstruct:excavatorHead:3, Flint Excavator Head
TConstruct:excavatorHead:4, Cactus Excavator Head
TConstruct:excavatorHead:5, Bone Excavator Head
TConstruct:excavatorHead:6, Obsidian Excavator Head
TConstruct:excavatorHead:7, Netherrack Excavator Head
TConstruct:excavatorHead:8, Slime Excavator Head
TConstruct:excavatorHead:9, Paper Excavator Head
TConstruct:excavatorHead:10, Cobalt Excavator Head
TConstruct:excavatorHead:11, Ardite Excavator Head
TConstruct:excavatorHead:12, Manyullyn Excavator Head
TConstruct:excavatorHead:13, Copper Excavator Head
TConstruct:excavatorHead:14, Bronze Excavator Head
TConstruct:excavatorHead:15, Alumite Excavator Head
TConstruct:excavatorHead:16, Steel Excavator Head
TConstruct:excavatorHead:17, Slime Excavator Head
TConstruct:excavatorHead:18, Pig Iron Excavator Head
TConstruct:largeSwordBlade:0, Wooden Large Sword Blade
TConstruct:largeSwordBlade:1, Stone Large Sword Blade
TConstruct:largeSwordBlade:2, Iron Large Sword Blade
TConstruct:largeSwordBlade:3, Flint Large Sword Blade
TConstruct:largeSwordBlade:4, Cactus Large Sword Blade
TConstruct:largeSwordBlade:5, Bone Large Sword Blade
TConstruct:largeSwordBlade:6, Obsidian Large Sword Blade
TConstruct:largeSwordBlade:7, Netherrack Large Sword Blade
TConstruct:largeSwordBlade:8, Slime Large Sword Blade
TConstruct:largeSwordBlade:9, Paper Large Sword Blade
TConstruct:largeSwordBlade:10, Cobalt Large Sword Blade
TConstruct:largeSwordBlade:11, Ardite Large Sword Blade
TConstruct:largeSwordBlade:12, Manyullyn Large Sword Blade
TConstruct:largeSwordBlade:13, Copper Large Sword Blade
TConstruct:largeSwordBlade:14, Bronze Large Sword Blade
TConstruct:largeSwordBlade:15, Alumite Large Sword Blade
TConstruct:largeSwordBlade:16, Steel Large Sword Blade
TConstruct:largeSwordBlade:17, Slime Large Sword Blade
TConstruct:largeSwordBlade:18, Pig Iron Large Sword Blade
TConstruct:hammerHead:0, Wooden Hammer Head
TConstruct:hammerHead:1, Stone Hammer Head
TConstruct:hammerHead:2, Iron Hammer Head
TConstruct:hammerHead:3, Flint Hammer Head
TConstruct:hammerHead:4, Cactus Hammer Head
TConstruct:hammerHead:5, Bone Hammer Head
TConstruct:hammerHead:6, Obsidian Hammer Head
TConstruct:hammerHead:7, Netherrack Hammer Head
TConstruct:hammerHead:8, Slime Hammer Head
TConstruct:hammerHead:9, Paper Hammer Head
TConstruct:hammerHead:10, Cobalt Hammer Head
TConstruct:hammerHead:11, Ardite Hammer Head
TConstruct:hammerHead:12, Manyullyn Hammer Head
TConstruct:hammerHead:13, Copper Hammer Head
TConstruct:hammerHead:14, Bronze Hammer Head
TConstruct:hammerHead:15, Alumite Hammer Head
TConstruct:hammerHead:16, Steel Hammer Head
TConstruct:hammerHead:17, Slime Hammer Head
TConstruct:hammerHead:18, Pig Iron Hammer Head
TConstruct:creativeModifier, Creative Tool Modifier
TConstruct:buckets:0, Molten Iron Bucket
TConstruct:buckets:1, Molten Gold Bucket
TConstruct:buckets:2, Molten Copper Bucket
TConstruct:buckets:3, Molten Tin Bucket
TConstruct:buckets:4, Molten Aluminum Bucket
TConstruct:buckets:5, Molten Cobalt Bucket
TConstruct:buckets:6, Molten Ardite Bucket
TConstruct:buckets:7, Molten Bronze Bucket
TConstruct:buckets:8, Molten Aluminum Brass Bucket
TConstruct:buckets:9, Molten Manyullyn Bucket
TConstruct:buckets:10, Molten Alumite Bucket
TConstruct:buckets:11, Molten Obsidian Bucket
TConstruct:buckets:12, Molten Steel Bucket
TConstruct:buckets:13, Molten Glass Bucket
TConstruct:buckets:14, Seared Stone Bucket
TConstruct:buckets:15, Liquified Emerald Bucket
TConstruct:buckets:16, Bucket o' Blood
TConstruct:buckets:17, Molten Nickel Bucket
TConstruct:buckets:18, Molten Lead Bucket
TConstruct:buckets:19, Molten Silver Bucket
TConstruct:buckets:20, Molten Shiny Bucket
TConstruct:buckets:21, Molten Invar Bucket
TConstruct:buckets:22, Molten Electrum Bucket
TConstruct:buckets:23, Liquified Ender Bucket
TConstruct:buckets:24, Liquid Slime Bucket
TConstruct:buckets:25, Sticky Glue Bucket
TConstruct:buckets:26, Molten Pig Iron Bucket
TConstruct:buckets:27, Molten Lumium Bucket
TConstruct:buckets:28, Molten Signalum Bucket
TConstruct:buckets:29, Molten Mana Infused Metal Bucket
TConstruct:buckets:30, Molten Enderium Bucket
TConstruct:metalPattern:0, Ingot Cast
TConstruct:metalPattern:1, Tool Rod Cast
TConstruct:metalPattern:2, Pickaxe Head Cast
TConstruct:metalPattern:3, Shovel Head Cast
TConstruct:metalPattern:4, Axe Head Cast
TConstruct:metalPattern:5, Sword Blade Cast
TConstruct:metalPattern:6, Wide Guard Cast
TConstruct:metalPattern:7, Hand Guard Cast
TConstruct:metalPattern:8, Crossbar Cast
TConstruct:metalPattern:9, Tool Binding Cast
TConstruct:metalPattern:10, Pan Cast
TConstruct:metalPattern:11, Wide Board Cast
TConstruct:metalPattern:12, Knife Blade Cast
TConstruct:metalPattern:13, Chisel Head Cast
TConstruct:metalPattern:14, Tough Rod Cast
TConstruct:metalPattern:15, Tough Binding Cast
TConstruct:metalPattern:16, Large Plate Cast
TConstruct:metalPattern:17, Broadaxe Head Cast
TConstruct:metalPattern:18, Scythe Head Cast
TConstruct:metalPattern:19, Excavator Head Cast
TConstruct:metalPattern:20, Large Blade Cast
TConstruct:metalPattern:21, Hammer Head Cast
TConstruct:metalPattern:22, Full Guard Cast
TConstruct:metalPattern:25, Arrowhead Cast
TConstruct:metalPattern:26, Gem Cast
TConstruct:metalPattern:27, Nugget Cast
TConstruct:diamondApple:0, Jeweled Apple
TConstruct:jerky:0, Beef Jerky
TConstruct:jerky:1, Chicken Jerky
TConstruct:jerky:2, Bacon Jerky
TConstruct:jerky:3, Mutton Jerky
TConstruct:jerky:4, Fish Jerky
TConstruct:jerky:5, Monster Jerky
TConstruct:jerky:6, Gelatinous Slime Drop
TConstruct:jerky:7, Coagulated Blood Drop
TConstruct:heartCanister:0, Empty Canister
TConstruct:heartCanister:1, Miniature Red Heart
TConstruct:heartCanister:2, Red Heart Canister
TConstruct:heartCanister:3, Miniature Yellow Heart
TConstruct:heartCanister:4, Yellow Heart Canister
TConstruct:heartCanister:5, Miniature Green Heart
TConstruct:heartCanister:6, Green Heart Canister
TConstruct:knapsack:0, Knapsack
TConstruct:helmetWood, Wooden Helmet
TConstruct:chestplateWood, Wooden Chestplate
TConstruct:leggingsWood, Wooden Leggings
TConstruct:bootsWood, Wooden Boots
TConstruct:travelGoggles, Traveller's Goggles
TConstruct:travelVest, Traveller's Vest
TConstruct:travelWings, Traveller's Wings
TConstruct:travelBoots, Traveller's Boots
TConstruct:travelGlove, Traveller's Gloves
TConstruct:travelBelt, Traveller's Belt
TConstruct:bowstring:0, Bowstring
TConstruct:arrowhead:0, Wooden Arrowhead
TConstruct:arrowhead:1, Stone Arrowhead
TConstruct:arrowhead:2, Iron Arrowhead
TConstruct:arrowhead:3, Flint Arrowhead
TConstruct:arrowhead:4, Cactus Arrowhead
TConstruct:arrowhead:5, Bone Arrowhead
TConstruct:arrowhead:6, Obsidian Arrowhead
TConstruct:arrowhead:7, Netherrack Arrowhead
TConstruct:arrowhead:8, Slime Arrowhead
TConstruct:arrowhead:9, Paper Arrowhead
TConstruct:arrowhead:10, Cobalt Arrowhead
TConstruct:arrowhead:11, Ardite Arrowhead
TConstruct:arrowhead:12, Manyullyn Arrowhead
TConstruct:arrowhead:13, Copper Arrowhead
TConstruct:arrowhead:14, Bronze Arrowhead
TConstruct:arrowhead:15, Alumite Arrowhead
TConstruct:arrowhead:16, Steel Arrowhead
TConstruct:arrowhead:17, Slime Arrowhead
TConstruct:arrowhead:18, Pig Iron Arrowhead
TConstruct:fletching:0, Feather Fletching
TConstruct:fletching:1, Leaf Fletching
TConstruct:fletching:2, Slime Fletching
TConstruct:fletching:3, Slime Fletching
TConstruct:fletching:4, Slimeleaf Fletching
TConstruct:ShurikenPart:0, Wooden Shuriken
TConstruct:ShurikenPart:1, Stone Shuriken
TConstruct:ShurikenPart:2, Iron Shuriken
TConstruct:ShurikenPart:3, Flint Shuriken
TConstruct:ShurikenPart:4, Cactus Shuriken
TConstruct:ShurikenPart:5, Bone Shuriken
TConstruct:ShurikenPart:6, Obsidian Shuriken
TConstruct:ShurikenPart:7, Netherrack Shuriken
TConstruct:ShurikenPart:8, Slime Shuriken
TConstruct:ShurikenPart:9, Paper Shuriken
TConstruct:ShurikenPart:10, Cobalt Shuriken
TConstruct:ShurikenPart:11, Ardite Shuriken
TConstruct:ShurikenPart:12, Manyullyn Shuriken
TConstruct:ShurikenPart:13, Copper Shuriken
TConstruct:ShurikenPart:14, Bronze Shuriken
TConstruct:ShurikenPart:15, Alumite Shuriken
TConstruct:ShurikenPart:16, Steel Shuriken
TConstruct:ShurikenPart:17, Slime Shuriken
TConstruct:ShurikenPart:18, Pig Iron Shuriken
TConstruct:BowLimbPart:0, Wooden Bow Limb
TConstruct:BowLimbPart:1, Stone Bow Limb
TConstruct:BowLimbPart:2, Iron Bow Limb
TConstruct:BowLimbPart:3, Flint Bow Limb
TConstruct:BowLimbPart:4, Cactus Bow Limb
TConstruct:BowLimbPart:5, Bone Bow Limb
TConstruct:BowLimbPart:6, Obsidian Bow Limb
TConstruct:BowLimbPart:7, Netherrack Bow Limb
TConstruct:BowLimbPart:8, Slime Bow Limb
TConstruct:BowLimbPart:9, Paper Bow Limb
TConstruct:BowLimbPart:10, Cobalt Bow Limb
TConstruct:BowLimbPart:11, Ardite Bow Limb
TConstruct:BowLimbPart:12, Manyullyn Bow Limb
TConstruct:BowLimbPart:13, Copper Bow Limb
TConstruct:BowLimbPart:14, Bronze Bow Limb
TConstruct:BowLimbPart:15, Alumite Bow Limb
TConstruct:BowLimbPart:16, Steel Bow Limb
TConstruct:BowLimbPart:17, Slime Bow Limb
TConstruct:BowLimbPart:18, Pig Iron Bow Limb
TConstruct:CrossbowLimbPart:0, Wooden Crossbow Limb
TConstruct:CrossbowLimbPart:1, Stone Crossbow Limb
TConstruct:CrossbowLimbPart:2, Iron Crossbow Limb
TConstruct:CrossbowLimbPart:3, Flint Crossbow Limb
TConstruct:CrossbowLimbPart:4, Cactus Crossbow Limb
TConstruct:CrossbowLimbPart:5, Bone Crossbow Limb
TConstruct:CrossbowLimbPart:6, Obsidian Crossbow Limb
TConstruct:CrossbowLimbPart:7, Netherrack Crossbow Limb
TConstruct:CrossbowLimbPart:8, Slime Crossbow Limb
TConstruct:CrossbowLimbPart:9, Paper Crossbow Limb
TConstruct:CrossbowLimbPart:10, Cobalt Crossbow Limb
TConstruct:CrossbowLimbPart:11, Ardite Crossbow Limb
TConstruct:CrossbowLimbPart:12, Manyullyn Crossbow Limb
TConstruct:CrossbowLimbPart:13, Copper Crossbow Limb
TConstruct:CrossbowLimbPart:14, Bronze Crossbow Limb
TConstruct:CrossbowLimbPart:15, Alumite Crossbow Limb
TConstruct:CrossbowLimbPart:16, Steel Crossbow Limb
TConstruct:CrossbowLimbPart:17, Slime Crossbow Limb
TConstruct:CrossbowLimbPart:18, Pig Iron Crossbow Limb
TConstruct:CrossbowBodyPart:0, Wooden Crossbow Body
TConstruct:CrossbowBodyPart:1, Stone Crossbow Body
TConstruct:CrossbowBodyPart:2, Iron Crossbow Body
TConstruct:CrossbowBodyPart:3, Flint Crossbow Body
TConstruct:CrossbowBodyPart:4, Cactus Crossbow Body
TConstruct:CrossbowBodyPart:5, Bone Crossbow Body
TConstruct:CrossbowBodyPart:6, Obsidian Crossbow Body
TConstruct:CrossbowBodyPart:7, Netherrack Crossbow Body
TConstruct:CrossbowBodyPart:8, Slime Crossbow Body
TConstruct:CrossbowBodyPart:9, Paper Crossbow Body
TConstruct:CrossbowBodyPart:10, Cobalt Crossbow Body
TConstruct:CrossbowBodyPart:11, Ardite Crossbow Body
TConstruct:CrossbowBodyPart:12, Manyullyn Crossbow Body
TConstruct:CrossbowBodyPart:13, Copper Crossbow Body
TConstruct:CrossbowBodyPart:14, Bronze Crossbow Body
TConstruct:CrossbowBodyPart:15, Alumite Crossbow Body
TConstruct:CrossbowBodyPart:16, Steel Crossbow Body
TConstruct:CrossbowBodyPart:17, Slime Crossbow Body
TConstruct:CrossbowBodyPart:18, Pig Iron Crossbow Body
TConstruct:BoltPart:0, Wooden Bolt
TConstruct:BoltPart:1536, Flint Bolt
TConstruct:BoltPart:1, Stone Bolt
TConstruct:BoltPart:1537, Diamericium Titanium Bolt
TConstruct:BoltPart:2, Iron Bolt
TConstruct:BoltPart:1538, Europium Oxide Bolt
TConstruct:BoltPart:3, Flint Bolt
TConstruct:BoltPart:1539, Magnetic Europium Oxide Bolt
TConstruct:BoltPart:4, Cactus Bolt
TConstruct:BoltPart:1540, Awakened Draconium Bolt
TConstruct:BoltPart:5, Bone Bolt
TConstruct:BoltPart:1541, Polyvinyl Chloride Bolt
TConstruct:BoltPart:6, Obsidian Bolt
TConstruct:BoltPart:1542, Redstone Alloy Bolt
TConstruct:BoltPart:7, Netherrack Bolt
TConstruct:BoltPart:1543, Soularium Bolt
TConstruct:BoltPart:8, Slime Bolt
TConstruct:BoltPart:1544, Certus Quartz Bolt
TConstruct:BoltPart:9, Paper Bolt
TConstruct:BoltPart:1545, Dark Steel Bolt
TConstruct:BoltPart:10, Cobalt Bolt
TConstruct:BoltPart:1546, Dark Iron Bolt
TConstruct:BoltPart:11, Ardite Bolt
TConstruct:BoltPart:1547, Desh Bolt
TConstruct:BoltPart:12, Manyullyn Bolt
TConstruct:BoltPart:1548, Duranium Bolt
TConstruct:BoltPart:13, Copper Bolt
TConstruct:BoltPart:1549, Conductive Iron Bolt
TConstruct:BoltPart:14, Bronze Bolt
TConstruct:BoltPart:1550, Electrical Steel Bolt
TConstruct:BoltPart:15, Alumite Bolt
TConstruct:BoltPart:1551, Enderium Bolt
TConstruct:BoltPart:16, Steel Bolt
TConstruct:BoltPart:1552, Energetic Alloy Bolt
TConstruct:BoltPart:17, Slime Bolt
TConstruct:BoltPart:1553, Vibrant Alloy Bolt
TConstruct:BoltPart:18, Pig Iron Bolt
TConstruct:BoltPart:1554, Pulsating Iron Bolt
TConstruct:BoltPart:1555, Construction Foam Bolt
TConstruct:BoltPart:1556, Graphite Bolt
TConstruct:BoltPart:1557, Graphene Bolt
TConstruct:BoltPart:1558, Phoenixite Bolt
TConstruct:BoltPart:1559, Marble Bolt
TConstruct:BoltPart:1560, Mysterious Crystal Bolt
TConstruct:BoltPart:1561, Enriched Mysterious Crystal Bolt
TConstruct:BoltPart:1562, Ichorium Bolt
TConstruct:BoltPart:1563, Cosmic Neutronium Bolt
TConstruct:BoltPart:1574, Naquadah Bolt
TConstruct:BoltPart:1575, Naquadah Alloy Bolt
TConstruct:BoltPart:1576, Enriched Naquadah Bolt
TConstruct:BoltPart:1577, Naquadria Bolt
TConstruct:BoltPart:1578, Nether Quartz Bolt
TConstruct:BoltPart:1579, Nether Star Bolt
TConstruct:BoltPart:1582, Tritanium Bolt
TConstruct:BoltPart:1587, Osmiridium Bolt
TConstruct:BoltPart:1590, Blue Topaz Bolt
TConstruct:BoltPart:1591, Brass Bolt
TConstruct:BoltPart:1592, Cupronickel Bolt
TConstruct:BoltPart:1593, Deep Iron Bolt
TConstruct:BoltPart:1594, Diamond Bolt
TConstruct:BoltPart:1595, Electrum Bolt
TConstruct:BoltPart:1596, Emerald Bolt
TConstruct:BoltPart:1599, Green Sapphire Bolt
TConstruct:BoltPart:1600, Invar Bolt
TConstruct:BoltPart:1601, Kanthal Bolt
TConstruct:BoltPart:1602, Magnalium Bolt
TConstruct:BoltPart:1603, Nichrome Bolt
TConstruct:BoltPart:1605, Pig Iron Bolt
TConstruct:BoltPart:1606, Polyethylene Bolt
TConstruct:BoltPart:1607, Epoxy Resin Bolt
TConstruct:BoltPart:1608, Silicone Rubber Bolt
TConstruct:BoltPart:1609, Polycaprolactam Bolt
TConstruct:BoltPart:1610, Polytetrafluoroethylene Bolt
TConstruct:BoltPart:1611, Sapphire Bolt
TConstruct:BoltPart:1612, Stainless Steel Bolt
TConstruct:BoltPart:1613, Tanzanite Bolt
TConstruct:BoltPart:1614, Tin Alloy Bolt
TConstruct:BoltPart:1615, Topaz Bolt
TConstruct:BoltPart:1616, Ultimet Bolt
TConstruct:BoltPart:1617, Wrought Iron Bolt
TConstruct:BoltPart:1618, Ironwood Bolt
TConstruct:BoltPart:1619, Olivine Bolt
TConstruct:BoltPart:1620, Opal Bolt
TConstruct:BoltPart:1621, Amethyst Bolt
TConstruct:BoltPart:1624, Shadowsteel Bolt
TConstruct:BoltPart:1625, Steeleaf Bolt
TConstruct:BoltPart:1628, Rose Gold Bolt
TConstruct:BoltPart:1629, Black Bronze Bolt
TConstruct:BoltPart:1630, Bismuth Bronze Bolt
TConstruct:BoltPart:1631, Black Steel Bolt
TConstruct:BoltPart:1632, Red Steel Bolt
TConstruct:BoltPart:1633, Blue Steel Bolt
TConstruct:BoltPart:1634, Damascus Steel Bolt
TConstruct:BoltPart:1638, Cobalt Brass Bolt
TConstruct:BoltPart:1639, Red Garnet Bolt
TConstruct:BoltPart:1640, Yellow Garnet Bolt
TConstruct:BoltPart:1642, Black Granite Bolt
TConstruct:BoltPart:1643, Red Granite Bolt
TConstruct:BoltPart:1646, Magnetic Iron Bolt
TConstruct:BoltPart:1647, Magnetic Steel Bolt
TConstruct:BoltPart:1648, Magnetic Neodymium Bolt
TConstruct:BoltPart:1649, Tungstencarbide Bolt
TConstruct:BoltPart:1650, Vanadiumsteel Bolt
TConstruct:BoltPart:1651, HSS-G Bolt
TConstruct:BoltPart:1652, HSS-E Bolt
TConstruct:BoltPart:1653, HSS-S Bolt
TConstruct:BoltPart:1654, Ledox Bolt
TConstruct:BoltPart:1655, Quantium Bolt
TConstruct:BoltPart:1656, Mytryl Bolt
TConstruct:BoltPart:1657, Black Plutonium Bolt
TConstruct:BoltPart:1660, Oriharukon Bolt
TConstruct:BoltPart:1662, Polyphenylene Sulfide Bolt
TConstruct:BoltPart:1663, Polystyrene Bolt
TConstruct:BoltPart:1664, Styrene-Butadiene Rubber Bolt
TConstruct:BoltPart:1665, Nickel-Zinc Ferrite Bolt
TConstruct:BoltPart:1666, Fiber-Reinforced Epoxy Resin Bolt
TConstruct:BoltPart:1668, Infinity Catalyst Bolt
TConstruct:BoltPart:1669, Infinity Bolt
TConstruct:BoltPart:1500, Aluminium Bolt
TConstruct:BoltPart:1501, Beryllium Bolt
TConstruct:BoltPart:1502, Bismuth Bolt
TConstruct:BoltPart:1503, Carbon Bolt
TConstruct:BoltPart:1504, Chrome Bolt
TConstruct:BoltPart:1505, Gold Bolt
TConstruct:BoltPart:1506, Iridium Bolt
TConstruct:BoltPart:1507, Lead Bolt
TConstruct:BoltPart:1508, Manganese Bolt
TConstruct:BoltPart:1509, Molybdenum Bolt
TConstruct:BoltPart:1510, Neodymium Bolt
TConstruct:BoltPart:1511, Neutronium Bolt
TConstruct:BoltPart:1512, Nickel Bolt
TConstruct:BoltPart:1513, Osmium Bolt
TConstruct:BoltPart:1514, Palladium Bolt
TConstruct:BoltPart:1515, Platinum Bolt
TConstruct:BoltPart:1516, Plutonium 239 Bolt
TConstruct:BoltPart:1517, Plutonium 241 Bolt
TConstruct:BoltPart:1518, Silver Bolt
TConstruct:BoltPart:1519, Thorium Bolt
TConstruct:BoltPart:1520, Titanium Bolt
TConstruct:BoltPart:1521, Tungsten Bolt
TConstruct:BoltPart:1522, Uranium 238 Bolt
TConstruct:BoltPart:1523, Uranium 235 Bolt
TConstruct:BoltPart:1524, Ruby Bolt
TConstruct:BoltPart:1525, Meitnerium Bolt
TConstruct:BoltPart:1526, Iron Bolt
TConstruct:BoltPart:1527, Polybenzimidazole Bolt
TConstruct:BoltPart:1528, Stone Bolt
TConstruct:BoltPart:1529, Tungstensteel Bolt
TConstruct:BoltPart:1530, Blaze Bolt
TConstruct:BoltPart:1531, Bronze Bolt
TConstruct:BoltPart:1532, Rubber Bolt
TConstruct:BoltPart:1533, Steel Bolt
TConstruct:BoltPart:1534, Wood Bolt
TConstruct:BoltPart:1535, Sealed Wood Bolt
TConstruct:Shuriken, item.InfiTool.name
TConstruct:ThrowingKnife, item.InfiTool.name
TConstruct:Javelin, item.InfiTool.name
TConstruct:ShortBow, item.InfiTool.name
TConstruct:LongBow, item.InfiTool.name
TConstruct:Crossbow, item.InfiTool.name
TConstruct:ArrowAmmo, item.InfiTool.name
TConstruct:BoltAmmo, item.InfiTool.name
TConstruct:Pattern:0, Shuriken Pattern
TConstruct:Pattern:1, Crossbow Limb Pattern
TConstruct:Pattern:2, Crossbow Body Pattern
TConstruct:Pattern:3, Bow Limb Pattern
TConstruct:Cast:0, Shuriken Cast
TConstruct:Cast:1, Crossbow Limb Cast
TConstruct:Cast:2, Crossbow Body Cast
TConstruct:Cast:3, Bow Limb Cast
TConstruct:GlassArrows, item.tconstruct.glassArrows.name
TConstruct:Boneana, Broadsword
TConstruct:gearCast, Gear Cast
GalacticraftCore:item.bucketOil, Oil Bucket
GalacticraftCore:item.bucketFuel, Fuel Bucket
GalacticraftCore:item.spaceship:0, Tier 1 Rocket
GalacticraftCore:item.spaceship:1, Tier 1 Rocket
